sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
頭份,苗栗縣,21,,良好,1.7,0.13,27.9,23.8,20,3,2.2,4.2,1.9,4.3,217,2024-06-13 15:00,,0.1,5,19,1,120.89869286,24.69690679,25
新竹,新竹市,21,,良好,0.7,0.18,29,23.8,9,3,5.5,7.1,1.6,2.6,227,2024-06-13 15:00,,0.1,3.2,11,,120.97236752,24.8056356,24
竹東,新竹縣,19,,良好,0.3,0.11,24.7,20.4,10,4,1.8,2.3,0.5,3.7,242,2024-06-13 15:00,,0.1,2.8,13,0,121.08895493,24.74091408,23
湖口,新竹縣,29,,良好,0.9,0.13,30,25.8,15,,,,,6,216,2024-06-13 15:00,,0.1,8.9,16,0,121.03886894,24.90009696,22
龍潭,桃園市,20,,良好,1.2,0.11,27.5,22.5,19,3,3.2,3.5,0.2,5.9,259,2024-06-13 15:00,,0.1,4.5,17,0,121.21645772,24.86400048,21
平鎮,桃園市,20,,良好,0.2,,25.5,23.0,,2,,,,2.8,253,2024-06-13 15:00,,0.1,3,16,0,121.203986,24.952786,20
觀音,桃園市,25,,良好,0.1,0.1,44.4,28.0,19,10,2.7,3.9,1.1,6.2,259,2024-06-13 15:00,,0,6.7,18,0,121.08283092,25.03556747,19
大園,桃園市,24,,良好,0,0.12,36.2,26.4,20,8,2.9,4.1,1.1,4.9,245,2024-06-13 15:00,,0.1,3.4,17,0,121.20251473,25.06100357,18
桃園,桃園市,22,,良好,0.6,0.15,30.1,24.3,11,2,5.8,8,2.1,3.7,246,2024-06-13 15:00,,0.1,,13,0,121.30500531,24.9947107,17
大同,臺北市,37,,良好,1.2,1.05,16.3,13.1,29,11,22.9,58.1,35.1,-,-,2024-06-13 15:00,,1.1,9.7,26,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.9,0.2,29.3,20.7,21,7,10.6,16,5.3,2.7,217,2024-06-13 15:00,,0.2,9.5,20,1,121.578611,25.05,15
古亭,臺北市,21,,良好,1.1,0.14,32.6,23.8,15,1,5.5,7.4,1.9,2.9,267,2024-06-13 15:00,,0.2,4.1,15,1,121.529556,25.020608,14
萬華,臺北市,23,,良好,0.3,,30.4,23.4,,6,8.9,11.4,2.4,2.1,260,2024-06-13 15:00,,0.3,6.5,23,0,121.507972,25.046503,13
中山,臺北市,26,,良好,0.7,0.28,27.7,20.1,26,7,11.1,16.7,5.5,3.4,252,2024-06-13 15:00,,0.4,8.1,21,0,121.526528,25.062361,12
士林,臺北市,30,,良好,0.5,0.13,33,24.6,31,10,6.9,9,2.1,4.4,265,2024-06-13 15:00,,0.2,9.1,24,0,121.51666356,25.10334003,11
淡水,新北市,30,,良好,1.5,0.13,32,27.4,29,4,5.2,7.3,2,1.3,260,2024-06-13 15:00,,0.1,4.9,30,1,121.449239,25.1645,10
林口,新北市,23,,良好,0.2,0.14,32.8,23.7,20,7,4.9,6.6,1.7,5.2,260,2024-06-13 15:00,,0.1,4,23,0,121.36548982,25.07798949,9
菜寮,新北市,25,,良好,0.7,0.2,31.8,23.7,26,9,8.4,10.6,2.1,5,283,2024-06-13 15:00,,0.2,7.7,23,0,121.481028,25.06895,8
新莊,新北市,21,,良好,0.3,0.13,32.6,23.7,20,6,3.3,4.8,1.5,4.2,256,2024-06-13 15:00,,0.2,6.1,21,0,121.4325,25.037972,7
板橋,新北市,22,,良好,0.6,0.16,33,24.2,19,1,4.9,6.5,1.6,5.4,260,2024-06-13 15:00,,0.2,4.1,20,0,121.458667,25.012972,6
土城,新北市,38,,良好,0.7,0.15,32.6,23.8,41,13,4.7,6.9,2.1,3,256,2024-06-13 15:00,,0.2,11.8,31,0,121.451861,24.982528,5
新店,新北市,29,,良好,0.7,0.15,31.3,23.5,18,9,5.2,6.8,1.5,2.2,231,2024-06-13 15:00,,0.1,8.9,14,0,121.537778,24.977222,4
萬里,新北市,25,,良好,0.2,0.13,38.8,27.3,16,1,2.5,3.5,0.9,1.2,182,2024-06-13 15:00,,0.1,3.6,13,0,121.689881,25.179667,3
汐止,新北市,23,,良好,1.2,0.2,33.1,24.8,23,6,7.9,10.4,2.4,2,225,2024-06-13 15:00,,0.2,7,20,0,121.64081,25.06624,2
基隆,基隆市,24,,良好,2.5,0.19,37.1,26.4,20,4,10.1,12.4,2.3,0.8,77,2024-06-13 15:00,,0.2,4.8,15,1,121.760056,25.129167,1
屏東(枋山),屏東縣,35,,良好,0.1,0.12,41.1,32.3,35,5,0.6,0.8,0.1,6.4,298,2024-06-13 14:00,,0.1,7,35,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,20,,良好,0.1,0.21,34.3,22.8,10,2,4.4,5.9,1.4,1,100,2024-06-13 14:00,,0.2,2.4,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,21,,良好,0.4,0.13,23.2,15.5,12,8,3.9,5.3,1.3,1.7,347,2024-06-13 14:00,,0.2,6.5,16,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,34,,良好,1.3,0.26,42.8,20.3,25,13,7.3,11,3.7,3.1,307,2024-06-13 14:00,,0.2,10.5,17,,120.37722,22.35222,204
臺南（麻豆）,臺南市,17,,良好,0.5,0.13,31.7,15.3,18,6,5,6.3,1.3,1.7,187,2024-06-13 14:00,,0.1,5.1,15,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,27,,良好,0.7,0.13,26.9,13.3,16,11,4.4,5.8,1.4,1.6,166,2024-06-13 14:00,,0.1,8.2,14,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,30,,良好,,0.11,32.4,21.8,19,7,,,,1,87,2024-06-13 14:00,,0.1,9.3,16,1,120.56373,23.96117,201
大城,彰化縣,22,,良好,0.6,0.06,33.9,24.7,23,4,0.9,2.9,2,4.8,212,2024-06-13 14:00,,0,4.6,16,0,120.26964167,23.85493056,85
富貴角,新北市,33,,良好,0.2,0.12,38.2,29.7,35,10,0.7,0.9,0.1,6.6,254,2024-06-13 14:00,,0.1,8.2,33,0,121.53656894,25.29681695,84
麥寮,雲林縣,21,,良好,1,0.15,32.3,23.6,13,4,0.4,2.6,2.2,3.5,211,2024-06-13 14:00,,0.1,2.7,14,1,120.251825,23.753506,83
關山,臺東縣,26,,良好,0.8,0.1,25.8,14.6,18,3,1.8,2.5,0.6,1,353,2024-06-13 14:00,,0.1,6,26,0,121.161933,23.045083,80
馬公,澎湖縣,51,二氧化氮,普通,9,0.14,4.1,7.0,29,20,31.1,142.3,111.2,2.8,188,2024-06-13 14:00,,0.1,14.2,27,4,119.566158,23.569031,78
金門,金門縣,40,,良好,1.3,0.09,41.3,28.2,21,16,3.7,4.6,0.8,5.1,200,2024-06-13 14:00,,0.1,12.2,23,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.3,0.13,42.8,29.2,29,12,2.2,3.3,1.1,1.5,303,2024-06-13 14:00,,0.1,12.8,23,0,119.93149378,26.15188416,75
埔里,南投縣,21,,良好,1.3,0.11,24.3,11.7,5,2,0,1.6,1.5,1.6,75,2024-06-13 14:00,,0.1,6.4,11,1,120.967903,23.968842,72
復興,高雄市,27,,良好,0.5,0.45,27.5,12.0,18,11,11.1,14.3,3.1,0.6,182,2024-06-13 14:00,,0.4,8.2,14,0,120.312017,22.608711,71
永和,新北市,30,,良好,0.9,0.22,29.2,17.4,21,8,5.6,9.2,3.6,2.6,274,2024-06-13 14:00,,0.6,9.1,16,0,121.516306,25.017,70
竹山,南投縣,17,,良好,0.9,0.07,25.6,14.9,7,2,1.4,1.7,0.2,1.9,262,2024-06-13 14:00,,0,5.2,12,0,120.677306,23.756389,69
中壢,桃園市,27,,良好,0.1,0.5,21.5,15.2,22,12,11.4,28.5,17.1,1.2,112,2024-06-13 14:00,,0.6,8.4,19,0,121.221667,24.953278,68
三重,新北市,33,,良好,0.3,0.7,,8.9,25,,20.4,62.1,41.6,-,-,2024-06-13 14:00,,0.9,8.4,22,0,121.493806,25.072611,67
冬山,宜蘭縣,28,,良好,0.7,0.17,29.9,24.0,16,10,6.5,10,3.5,1.8,100,2024-06-13 14:00,,0.2,8.7,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,28,,良好,0.8,0.19,38.7,30.6,12,4,3.4,4.5,1.1,1.7,102,2024-06-13 14:00,,0.1,5,13,0,121.746394,24.747917,65
陽明,臺北市,23,,良好,0.7,0.14,31.3,25.4,13,1,1.8,3.2,1.3,1.3,160,2024-06-13 14:00,,0.1,2.8,11,0,121.529583,25.182722,64
花蓮,花蓮縣,19,,良好,0.4,0.21,41.6,19.6,15,4,5.6,7.6,1.9,2.8,86,2024-06-13 14:00,,0.2,6,15,0,121.599769,23.971306,63
臺東,臺東縣,28,,良好,1,0.16,40.4,30.7,11,2,3.3,4.1,0.8,2.6,49,2024-06-13 14:00,,0.1,3.5,15,1,121.15045,22.755358,62
恆春,屏東縣,26,,良好,0.4,0.13,36,27.5,22,7,1.1,2.2,1,3.2,287,2024-06-13 14:00,,0.1,8.1,17,0,120.788928,21.958069,61
潮州,屏東縣,20,,良好,0.3,0.09,27.5,16.7,13,3,0.6,1.5,0.8,2.1,294,2024-06-13 14:00,,0.1,4.2,20,0,120.561175,22.523108,60
屏東,屏東縣,17,,良好,0.5,0.15,22.9,11.4,12,5,4,6.1,2.1,2,345,2024-06-13 14:00,,0.2,5.1,15,0,120.488033,22.673081,59
小港,高雄市,24,,良好,0.6,0.16,28.9,12.3,9,8,7.2,9.5,2.2,1.3,80,2024-06-13 14:00,,0.2,7.4,10,0,120.337736,22.565833,58
前鎮,高雄市,13,,良好,0.6,0.26,28.5,12.0,15,1,8.7,12.3,3.5,1.5,17,2024-06-13 14:00,,0.4,4,12,0,120.30833356,22.6044507,57
前金,高雄市,23,,良好,0.8,0.24,33.7,15.7,21,8,8.1,10,1.9,0.3,343,2024-06-13 14:00,,0.3,7,21,0,120.28676111,22.63390278,56
左營,高雄市,37,,良好,1.1,0.17,29.1,10.8,18,12,8.3,11,2.7,0.8,298,2024-06-13 14:00,,0.3,11.3,17,0,120.292917,22.674861,54
楠梓,高雄市,23,,良好,,,20.9,9.8,13,6,,,,0.8,185,2024-06-13 14:00,,0.2,7,14,0,120.328289,22.733667,53
林園,高雄市,27,,良好,1.7,0.18,34.5,18.5,22,10,5.4,6.2,0.8,1.2,2,2024-06-13 14:00,,0.1,8.2,20,1,120.41175,22.4795,52
大寮,高雄市,31,,良好,7.3,0.13,20.2,9.7,19,8,9.8,15.2,5.4,1.5,355,2024-06-13 14:00,,0.1,9.6,20,2,120.425311,22.56413611,51
鳳山,高雄市,15,,良好,0.5,0.22,25.9,12.9,13,,4.3,6.5,2.1,0.3,91,2024-06-13 14:00,,0.3,4.7,15,0,120.357422,22.628126,50
仁武,高雄市,23,,良好,0.6,0.14,28.9,14.7,10,7,5.4,6.9,1.5,0.7,220,2024-06-13 14:00,,0.2,7.2,12,1,120.332631,22.689056,49
橋頭,高雄市,17,,良好,0.6,0.13,25.2,15.5,,2,4.5,5.7,1.2,0.9,127,2024-06-13 14:00,,0.1,5.1,10,0,120.305689,22.757506,48
美濃,高雄市,14,,良好,0.5,0.12,22.3,15.6,11,0,1.8,2.4,0.5,1,269,2024-06-13 14:00,,0.1,1.2,14,0,120.530542,22.883583,47
臺南,臺南市,31,,良好,0.6,0.11,32.6,20.8,16,18,3.5,5,1.4,2.8,213,2024-06-13 14:00,,0.2,9.5,17,0,120.21947897,22.98928311,46
安南,臺南市,33,,良好,1.2,0.15,33.5,19.8,19,10,3.6,4.5,0.9,2.2,202,2024-06-13 14:00,,0.2,10.2,17,1,120.2175,23.048197,45
善化,臺南市,20,,良好,0.1,0.07,28.4,16.9,13,9,0.7,1.7,1,2.8,141,2024-06-13 14:00,,0.1,6.3,14,0,120.29740529,23.11337642,44
新營,臺南市,17,,良好,0.3,0.14,31.9,18.5,15,3,2.8,4.5,1.6,2,200,2024-06-13 14:00,,0.1,0.9,14,0,120.31725,23.305633,43
嘉義,嘉義市,18,,良好,0.9,0.09,29,19.6,10,5,1.2,2.2,1,2.8,212,2024-06-13 14:00,,0.1,4,11,1,120.44125148,23.46477865,42
臺西,雲林縣,21,,良好,0.8,0.11,33.2,23.6,18,10,0.6,1.5,0.9,4.9,204,2024-06-13 14:00,,0.1,4.7,14,0,120.19933333,23.702175,41
朴子,嘉義縣,19,,良好,,,28.2,20.2,,,,,,1.8,183,2024-06-13 14:00,,0.1,5.9,14,0,120.2478,23.46538,40
新港,嘉義縣,29,,良好,1.4,0.11,32.3,23.4,14,9,4.7,7.1,2.3,3,209,2024-06-13 14:00,,0.1,8.9,18,1,120.345531,23.554839,39
崙背,雲林縣,20,,良好,0.9,0.11,30.1,21.7,14,5,1.9,3.4,1.5,1.8,210,2024-06-13 14:00,,0.1,6.3,14,0,120.348742,23.757547,38
斗六,雲林縣,19,,良好,0.9,0.15,29.2,21.2,17,3,3.1,5.3,2.2,2.5,204,2024-06-13 14:00,,0.1,4.5,14,1,120.544994,23.711853,37
南投,南投縣,16,,良好,0.2,0.12,29.2,17.1,8,3,1.4,2.5,1,3.1,208,2024-06-13 14:00,,0.1,4.4,12,0,120.685306,23.913,36
二林,彰化縣,31,,良好,0.6,0.11,35.3,26.7,19,14,1.8,2.1,0.3,4,232,2024-06-13 14:00,,0.1,9.6,15,1,120.409653,23.925175,35
線西,彰化縣,21,,良好,0.4,0.11,33.4,23.8,14,8,2,2.6,0.6,2.9,210,2024-06-13 14:00,,0.1,6.5,14,0,120.469061,24.131672,34
彰化,彰化縣,21,,良好,0.5,0.09,34.2,23.4,17,4,2.1,2.3,0.2,2.6,205,2024-06-13 14:00,,0.1,3.5,15,0,120.541519,24.066,33
西屯,臺中市,22,,良好,1.2,0.12,31.2,15.9,16,4,5.6,7.9,2.2,2.4,185,2024-06-13 14:00,,0.1,6.8,19,1,120.616917,24.162197,32
忠明,臺中市,18,,良好,0.5,0.17,29.4,16.3,18,4,4,5.7,1.6,3,190,2024-06-13 14:00,,0.2,5.5,16,0,120.641092,24.151958,31
大里,臺中市,18,,良好,1.1,0.15,27.1,16.4,5,4,4.4,5.9,1.4,1.7,133,2024-06-13 14:00,,0.2,5.4,9,0,120.67844444,24.09961111,30
沙鹿,臺中市,20,,良好,1.3,0.16,34.7,23.0,17,6,4.2,5.6,1.3,2.8,189,2024-06-13 14:00,,0.1,6.3,16,1,120.568794,24.225628,29
豐原,臺中市,19,,良好,1.3,0.14,27.2,21.0,,,2.1,3.3,1.2,3.7,183,2024-06-13 14:00,,0.1,3.4,10,0,120.74252414,24.25699731,28
三義,苗栗縣,20,,良好,0.7,0.11,26,20.9,10,7,0.1,0.9,0.8,3.1,190,2024-06-13 14:00,,0.1,6.2,8,0,120.75956754,24.38248443,27
苗栗,苗栗縣,21,,良好,1.1,0.11,,21.1,10,9,3.3,5.1,1.8,6.1,196,2024-06-13 14:00,,0.1,6.5,9,1,120.82011468,24.56499183,26
頭份,苗栗縣,21,,良好,1.9,0.12,28,23.0,18,3,1.6,3.5,1.8,5.8,221,2024-06-13 14:00,,0.1,5.6,17,1,120.89869286,24.69690679,25
新竹,新竹市,20,,良好,0.6,0.16,29.3,22.8,14,2,4.4,6.1,1.7,2.8,195,2024-06-13 14:00,,0.1,3.1,10,,120.97236752,24.8056356,24
竹東,新竹縣,17,,良好,0.4,0.11,24.3,18.1,10,3,2.1,2.6,0.5,4.2,248,2024-06-13 14:00,,0.1,3.3,13,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,0.9,0.13,31.5,24.6,25,11,3.3,5.4,2.1,5.5,228,2024-06-13 14:00,,0.1,9.7,16,0,121.03886894,24.90009696,22
龍潭,桃園市,19,,良好,0.8,0.11,26.4,20.9,19,3,3.1,3.5,0.4,7.5,257,2024-06-13 14:00,,0.1,5.2,16,0,121.21645772,24.86400048,21
平鎮,桃園市,20,,良好,0.2,0.12,25.2,22.3,16,,4.9,5.9,1,4.6,272,2024-06-13 14:00,,0.1,3.7,16,0,121.203986,24.952786,20
觀音,桃園市,23,,良好,0,0.08,35.5,25.0,18,6,1.9,3.1,1.2,6.5,253,2024-06-13 14:00,,0,6.5,18,0,121.08283092,25.03556747,19
大園,桃園市,22,,良好,0.1,0.11,29.5,24.3,15,4,2.4,3.9,1.5,5.8,233,2024-06-13 14:00,,0.1,2.4,16,0,121.20251473,25.06100357,18
桃園,桃園市,20,,良好,0.5,0.14,29.8,22.4,11,2,4.2,6.1,1.8,3.5,254,2024-06-13 14:00,,0.1,,14,0,121.30500531,24.9947107,17
大同,臺北市,32,,良好,1.2,0.67,20.8,11.4,27,7,15,31,16,-,-,2024-06-13 14:00,,1.1,10,25,1,121.51342074,25.06331455,16
松山,臺北市,34,,良好,1,0.18,27.4,17.7,18,7,8.9,15.2,6.3,3.7,251,2024-06-13 14:00,,0.3,10.6,20,1,121.578611,25.05,15
古亭,臺北市,19,,良好,1.1,0.14,30.7,20.1,16,1,5.2,7.2,2,3,250,2024-06-13 14:00,,0.2,4.9,15,1,121.529556,25.020608,14
萬華,臺北市,22,,良好,0.4,0.22,29.1,20.1,26,,7.5,10.1,2.5,3.2,268,2024-06-13 14:00,,0.3,6.5,22,0,121.507972,25.046503,13
中山,臺北市,28,,良好,0.7,0.29,26.5,17.3,22,8,9.9,16.3,6.3,3.1,259,2024-06-13 14:00,,0.4,8.5,20,0,121.526528,25.062361,12
士林,臺北市,30,,良好,0.4,0.12,30.5,22.0,21,10,6.3,8.4,2.1,4,266,2024-06-13 14:00,,0.2,9.1,22,0,121.51666356,25.10334003,11
淡水,新北市,31,,良好,1.4,0.12,31.8,26.1,30,5,3.3,4.6,1.2,2.2,280,2024-06-13 14:00,,0.1,5.2,31,1,121.449239,25.1645,10
林口,新北市,22,,良好,0.2,0.13,30.6,21.5,22,2,3.7,5.4,1.7,6.7,260,2024-06-13 14:00,,0.1,3.4,22,0,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.7,0.19,30.2,20.8,25,6,7.5,9.7,2.1,5.6,279,2024-06-13 14:00,,0.2,7.5,23,0,121.481028,25.06895,8
新莊,新北市,21,,良好,0.2,0.12,31.3,20.0,23,5,2.1,3.5,1.4,7,259,2024-06-13 14:00,,0.2,6.2,21,0,121.4325,25.037972,7
板橋,新北市,20,,良好,0.5,0.14,30.7,21.2,20,4,3.8,5.4,1.5,6,244,2024-06-13 14:00,,0.2,4.7,20,0,121.458667,25.012972,6
土城,新北市,39,,良好,0.5,0.14,31.5,20.3,37,10,3.9,6.2,2.3,3.7,242,2024-06-13 14:00,,0.2,12.1,28,0,121.451861,24.982528,5
新店,新北市,29,,良好,0.5,0.13,29.7,20.2,21,9,4.7,6.4,1.6,3.4,258,2024-06-13 14:00,,0.1,9,12,0,121.537778,24.977222,4
萬里,新北市,22,,良好,0.4,0.13,38,24.4,11,0,2.9,4,1.1,1.8,224,2024-06-13 14:00,,0.1,4.3,13,0,121.689881,25.179667,3
汐止,新北市,23,,良好,1.4,0.15,33.1,21.2,20,6,6.2,8.7,2.4,3.1,246,2024-06-13 14:00,,0.2,7,20,0,121.64081,25.06624,2
基隆,基隆市,22,,良好,1.5,0.23,31.6,24.0,19,4,7.6,10.6,3,2.4,280,2024-06-13 14:00,,0.2,5,14,0,121.760056,25.129167,1
屏東(枋山),屏東縣,35,,良好,0.1,0.11,37,30.4,34,5,1,1.3,0.2,5.3,302,2024-06-13 13:00,,0.1,7.3,35,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,19,,良好,,,31.1,20.5,10,1,,,,1.1,112,2024-06-13 13:00,,0.2,2.6,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,22,,良好,0.4,0.13,21.9,13.2,22,3,4.2,5.9,1.7,1.3,4,2024-06-13 13:00,,0.2,6.9,18,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,31,,良好,0.6,0.24,32.2,16.3,19,12,6.7,10.1,3.4,2.6,304,2024-06-13 13:00,,0.2,9.7,15,,120.37722,22.35222,204
臺南（麻豆）,臺南市,18,,良好,0.6,0.14,26.5,11.9,16,6,5.3,7.2,1.9,1.6,131,2024-06-13 13:00,,0.1,5.6,14,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,26,,良好,0.8,0.13,24.3,10.7,12,8,5,7.3,2.3,1,176,2024-06-13 13:00,,0.1,8,13,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,31,,良好,,,29.5,19.2,14,9,,,,,,2024-06-13 13:00,,0.1,9.7,15,1,120.56373,23.96117,201
大城,彰化縣,20,,良好,0.6,0.06,32.4,22.8,19,6,1.3,3.4,2,5,209,2024-06-13 13:00,,0,4.5,14,0,120.26964167,23.85493056,85
富貴角,新北市,32,,良好,0.2,0.1,39.3,27.9,36,8,1.1,1.4,0.2,6.2,258,2024-06-13 13:00,,0.1,7.9,32,0,121.53656894,25.29681695,84
麥寮,雲林縣,19,,良好,1,0.16,31,21.6,18,3,0.6,3.8,3.1,3.8,191,2024-06-13 13:00,,0.1,2.3,15,1,120.251825,23.753506,83
關山,臺東縣,27,,良好,0.6,0.09,19.8,11.8,13,5,1.7,2.5,0.7,1.1,199,2024-06-13 13:00,,0.1,6.6,27,0,121.161933,23.045083,80
馬公,澎湖縣,45,,良好,9.2,0.16,4.9,9.6,26,10,,,,2.6,190,2024-06-13 13:00,,0.1,13.9,27,4,119.566158,23.569031,78
金門,金門縣,36,,良好,1.3,0.1,34.4,26.1,30,17,5.5,7.3,1.8,4.1,204,2024-06-13 13:00,,0.1,11.1,24,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.4,0.12,36.5,26.6,22,13,2.2,3.3,1.1,3.9,221,2024-06-13 13:00,,0.1,12.5,21,0,119.93149378,26.15188416,75
埔里,南投縣,25,,良好,1.3,0.14,19.9,8.8,4,4,1.4,3.6,2.2,1.8,82,2024-06-13 13:00,,0.1,7.6,12,1,120.967903,23.968842,72
復興,高雄市,24,,良好,0.5,0.48,23.2,9.4,12,7,11.7,16.4,4.7,0.6,138,2024-06-13 13:00,,0.4,7.4,13,0,120.312017,22.608711,71
永和,新北市,31,,良好,1.1,0.22,27.9,14.3,15,9,5.5,9.2,3.7,3.7,267,2024-06-13 13:00,,0.6,9.4,15,0,121.516306,25.017,70
竹山,南投縣,19,,良好,0.9,0.06,22.4,12.2,8,2,1.4,1.7,0.3,1.6,232,2024-06-13 13:00,,0.1,6,12,0,120.677306,23.756389,69
中壢,桃園市,23,,良好,0,0.51,19.1,14.8,20,8,12.2,32.8,20.5,2.4,64,2024-06-13 13:00,,0.5,7.2,19,0,121.221667,24.953278,68
三重,新北市,37,,良好,0.6,0.67,15.9,8.5,18,4,22.8,67.6,44.8,-,-,2024-06-13 13:00,,0.9,9,21,0,121.493806,25.072611,67
冬山,宜蘭縣,29,,良好,0.8,0.19,36,22.0,11,5,3.8,6.9,3.1,2.4,72,2024-06-13 13:00,,0.2,8.9,24,0,121.792928,24.632203,66
宜蘭,宜蘭縣,26,,良好,0.9,0.19,37.3,28.1,12,0,3.1,4.3,1.1,2.1,93,2024-06-13 13:00,,0.1,5.3,12,0,121.746394,24.747917,65
陽明,臺北市,22,,良好,0.6,0.13,31.2,24.4,13,2,1.7,2.7,0.9,1.9,,2024-06-13 13:00,,0.1,3,11,0,121.529583,25.182722,64
花蓮,花蓮縣,21,,良好,0.4,0.18,33.1,15.6,16,5,4.5,6.2,1.7,2.3,77,2024-06-13 13:00,,0.2,6.4,16,0,121.599769,23.971306,63
臺東,臺東縣,25,,良好,0.9,0.18,37.3,27.9,16,3,5.1,6.4,1.3,0.7,65,2024-06-13 13:00,,0.1,4,17,1,121.15045,22.755358,62
恆春,屏東縣,27,,良好,0.3,0.14,34.3,26.2,16,9,1.2,2.3,1.1,2.9,301,2024-06-13 13:00,,0,8.2,17,0,120.788928,21.958069,61
潮州,屏東縣,20,,良好,0.2,0.1,26,15.2,16,4,1.4,2.6,1.2,1.7,11,2024-06-13 13:00,,0.1,4.6,20,0,120.561175,22.523108,60
屏東,屏東縣,17,,良好,0.6,0.16,20.8,9.2,13,4,4.6,7.7,3.1,2.2,326,2024-06-13 13:00,,0.2,5.2,16,0,120.488033,22.673081,59
小港,高雄市,24,,良好,0.7,0.15,26.6,9.7,8,6,6.2,10.4,4.1,1.7,17,2024-06-13 13:00,,0.2,7.5,11,0,120.337736,22.565833,58
前鎮,高雄市,18,,良好,0.3,0.28,22.7,9.5,11,0,8.1,13.2,5,1.1,16,2024-06-13 13:00,,0.4,5.5,12,0,120.30833356,22.6044507,57
前金,高雄市,22,,良好,1.2,0.29,27.7,12.6,34,7,11.8,15.9,4.1,0.9,342,2024-06-13 13:00,,0.3,6.7,19,0,120.28676111,22.63390278,56
左營,高雄市,37,,良好,1.5,0.23,22.9,8.4,19,13,11.5,16.6,5,1.8,52,2024-06-13 13:00,,0.3,11.5,16,0,120.292917,22.674861,54
楠梓,高雄市,23,,良好,,,,6.8,13,9,,,,1.8,90,2024-06-13 13:00,,0.2,7,14,0,120.328289,22.733667,53
林園,高雄市,27,,良好,1.3,0.16,28.1,15.4,20,9,4.7,6.2,1.5,2.3,359,2024-06-13 13:00,,0.1,8.3,20,1,120.41175,22.4795,52
大寮,高雄市,34,,良好,3.3,0.16,20.1,7.9,18,7,7.4,11.7,4.2,1.5,8,2024-06-13 13:00,,0.1,10.4,20,2,120.425311,22.56413611,51
鳳山,高雄市,16,,良好,0.4,0.23,22.5,10.3,14,4,4.7,7.2,2.4,0.5,92,2024-06-13 13:00,,0.3,4.5,16,0,120.357422,22.628126,50
仁武,高雄市,23,,良好,0.4,0.14,23,13.0,11,4,5.8,8,2.2,2,73,2024-06-13 13:00,,0.2,7.2,12,1,120.332631,22.689056,49
橋頭,高雄市,18,,良好,0.7,0.15,21.2,14.0,11,5,5.8,7.7,1.8,2.2,104,2024-06-13 13:00,,0.1,5.4,10,0,120.305689,22.757506,48
美濃,高雄市,14,,良好,0.5,0.13,17.1,14.4,7,0,2.3,3.2,0.8,0.9,278,2024-06-13 13:00,,0.1,1.4,14,0,120.530542,22.883583,47
臺南,臺南市,24,,良好,0.5,0.13,33.9,18.2,23,9,4.4,5.8,1.4,3,206,2024-06-13 13:00,,0.2,7.4,17,0,120.21947897,22.98928311,46
安南,臺南市,34,,良好,1,0.16,37.5,17.2,18,11,3.9,4.8,0.9,2.2,213,2024-06-13 13:00,,0.2,10.5,17,0,120.2175,23.048197,45
善化,臺南市,19,,良好,0,0.07,27.9,14.1,13,8,0.6,1.8,1.2,1.5,130,2024-06-13 13:00,,0.1,5.9,14,0,120.29740529,23.11337642,44
新營,臺南市,15,,良好,0.2,0.15,27.2,16.3,14,1,2.8,4.7,1.8,2.4,175,2024-06-13 13:00,,0.1,0.7,14,0,120.31725,23.305633,43
嘉義,嘉義市,16,,良好,0.9,0.1,29.4,17.8,4,4,1.3,2.6,1.2,2.7,229,2024-06-13 13:00,,0.1,4.1,11,1,120.44125148,23.46477865,42
臺西,雲林縣,19,,良好,0.8,0.12,32,21.5,13,7,1.1,2.2,1.1,3.8,202,2024-06-13 13:00,,0.1,3.3,13,0,120.19933333,23.702175,41
朴子,嘉義縣,19,,良好,,,29.2,18.8,7,5,,,,1.9,154,2024-06-13 13:00,,0.1,6,15,0,120.2478,23.46538,40
新港,嘉義縣,29,,良好,1.7,0.11,29.3,22.4,25,9,4.5,7.2,2.6,2.5,182,2024-06-13 13:00,,0.1,8.9,20,1,120.345531,23.554839,39
崙背,雲林縣,22,,良好,1.4,0.12,29.5,19.9,12,6,1.8,3.9,2.1,1.7,187,2024-06-13 13:00,,0.1,6.8,14,0,120.348742,23.757547,38
